1	0	0	0	0	0	0	0	045750.00	37.447821333333330	126.653289794921875
0	-302	-52	2026	30	-3	-42	59	-31	93	10
0	-345	-53	2136	26	9	-45	58	-29	90	21
0	-386	-67	2190	36	-3	-39	59	-31	92	47
0	-358	-71	2179	33	8	-39	60	-31	93	89
0	-369	-59	2208	35	6	-35	58	-30	93	132
0	-382	-44	2123	36	-3	-27	59	-32	92	177
0	-369	-32	2071	32	-6	-20	60	-30	94	222
0	-333	-35	2046	27	-4	-17	59	-33	94	266
0	-351	-31	2096	24	1	-16	57	-30	93	310
0	-390	-41	2148	27	-2	-15	59	-30	93	355
0	-415	-14	2197	22	12	-5	57	-29	94	398
0	-391	-70	2134	31	-1	-5	56	-31	94	442
0	-400	-65	2054	29	-12	-2	58	-29	93	487
0	-421	-14	2085	21	3	-2	59	-29	95	529
0	-426	-8	2090	24	7	-4	60	-30	93	571
0	-480	-18	2119	29	-1	-4	58	-31	94	615
0	-498	-18	2104	31	-3	-4	61	-30	91	658
0	-464	-8	2149	23	2	-4	61	-31	92	700
0	-482	-21	2108	22	-2	-6	57	-30	92	744
0	-444	-31	2065	25	-12	-3	61	-28	92	788
1	0	0	0	0	0	0	0	045751.00	37.447821166666663	126.653297424316406
0	-432	-46	2114	20	0	-4	59	-31	95	11
0	-499	-36	2220	32	0	0	59	-31	95	21
0	-436	-21	2062	27	-18	-2	59	-29	95	43
0	-485	-45	2215	26	1	-1	58	-29	95	85
0	-475	-50	2152	29	-8	1	58	-31	92	126
0	-451	-39	2097	32	-9	-5	59	-31	95	170
0	-431	-16	2010	29	-9	-1	61	-34	94	214
0	-425	-26	1980	22	-4	-3	57	-30	92	257
0	-436	-9	2102	20	2	-5	59	-30	94	299
0	-441	-39	2157	17	6	-4	61	-30	92	342
0	-472	-53	2223	27	0	-3	62	-30	92	384
0	-497	-50	2183	30	-4	-2	57	-30	93	428
0	-455	-41	2096	32	-9	0	59	-30	93	471
0	-456	-37	2040	30	-14	-1	61	-31	94	515
0	-415	-25	1959	20	-10	-5	61	-31	93	560
0	-434	-14	2060	20	1	-6	61	-31	93	603
0	-441	-51	2157	19	3	-6	58	-30	93	645
0	-463	-55	2177	27	-5	-5	58	-30	93	689
0	-493	-38	2151	28	-5	-3	59	-30	93	733
0	-452	-36	2087	29	-10	-3	60	-30	93	777
1	0	0	0	0	0	0	0	045752.00	37.447821166666663	126.653297424316406
0	-477	-51	2145	33	-7	-5	60	-30	95	10
0	-423	-32	1980	20	-16	-3	60	-30	93	21
0	-422	-17	2052	19	0	-6	59	-29	92	45
0	-425	-37	1986	22	-13	-2	60	-31	92	89
0	-446	-33	1982	18	-3	-5	61	-31	93	131
0	-448	-32	2112	20	5	-4	60	-30	93	174
0	-450	-38	2211	22	7	-5	60	-31	94	217
0	-493	-41	2208	30	0	-2	60	-30	94	259
0	-472	-36	2115	33	-11	-5	60	-30	94	304
0	-439	-33	2069	29	-10	-6	59	-31	94	349
0	-433	-27	2008	24	-10	1	60	-29	93	392
0	-445	-37	2027	15	-6	-1	57	-30	94	436
0	-448	-24	2124	22	-4	-6	60	-31	93	480
0	-455	-26	2182	26	5	-7	58	-29	94	522
0	-485	-40	2153	31	-2	-1	58	-30	94	566
0	-454	-38	2081	25	-12	-4	59	-31	93	611
0	-446	-32	2073	23	-10	-4	57	-31	94	655
0	-429	-37	2016	21	-10	-1	60	-30	95	700
0	-437	-25	2115	26	-1	-7	58	-29	93	744
0	-462	-35	2183	28	3	-3	59	-29	92	787
1	0	0	0	0	0	0	0	045753.00	37.447821166666663	126.653297424316406
0	-445	-34	2007	25	3	-5	60	-30	93	11
0	-477	-34	2070	32	-2	-11	61	-30	92	21
0	-506	-31	2189	33	1	-12	61	-31	92	45
0	-497	-1	2115	29	0	-13	60	-29	94	87
0	-489	-21	2133	25	4	-14	58	-30	93	130
0	-530	-32	2158	35	8	-14	60	-31	95	173
0	-528	-30	2116	31	-10	-12	57	-30	94	219
0	-503	-27	2055	33	-8	-11	59	-29	94	264
0	-467	-35	2031	29	-1	-18	58	-30	93	308
0	-503	-13	2110	27	0	-27	59	-31	94	352
0	-538	-10	2119	32	-4	-27	59	-30	93	397
0	-565	-25	2108	34	0	-30	59	-30	94	441
0	-536	-24	2074	41	-2	-33	60	-31	93	485
0	-521	-11	2019	30	-7	-36	60	-29	93	530
0	-495	-11	2030	28	-2	-39	59	-29	95	575
0	-533	-14	2133	31	-1	-44	59	-29	94	619
0	-561	-28	2138	31	-3	-43	60	-30	94	664
0	-547	-21	2084	35	-10	-48	60	-29	96	710
0	-535	3	2070	40	-10	-52	60	-29	95	754
0	-513	-17	2038	37	-3	-56	59	-28	95	798
1	0	0	0	0	0	0	0	045754.00	37.447820666666665	126.653297424316406
0	-532	-2	2156	40	6	-74	63	-28	94	11
0	-540	-17	2116	44	-9	-76	60	-29	93	21
0	-512	-12	2004	37	-8	-77	61	-28	92	46
0	-519	-16	2097	42	-7	-77	61	-29	96	90
0	-510	-19	2021	42	-9	-82	61	-28	95	134
0	-489	-3	2003	39	-6	-88	60	-28	94	177
0	-496	3	2048	37	-2	-91	61	-27	93	220
0	-529	-12	2096	42	3	-96	62	-30	95	264
0	-548	-11	2162	47	4	-99	63	-27	93	307
0	-546	-21	2126	50	-6	-100	60	-31	92	353
0	-508	-1	2028	45	-10	-101	63	-27	91	399
0	-489	-10	2035	41	-7	-108	63	-27	93	445
0	-510	-20	2084	47	-5	-109	63	-28	94	491
0	-538	5	2141	49	7	-115	62	-28	94	533
0	-545	-16	2113	53	0	-110	63	-28	93	578
0	-544	-25	2036	53	-9	-115	64	-28	91	624
0	-508	-16	1990	45	1	-121	63	-27	92	668
0	-561	6	2138	44	7	-124	61	-29	91	711
0	-582	-14	2133	56	1	-125	63	-29	91	756
0	-538	-9	2077	51	-10	-131	61	-28	92	801
1	0	0	0	0	0	0	0	045755.00	37.447818666666670	126.653297424316406
0	-558	-37	2119	55	0	-138	64	-27	90	11
0	-557	-35	2049	57	-7	-136	64	-29	93	21
0	-542	-2	2042	51	0	-144	63	-27	94	48
0	-536	-5	2007	56	-2	-141	64	-27	89	92
0	-565	8	2113	47	5	-140	64	-29	92	134
0	-599	-40	2113	54	-4	-134	64	-29	94	179
0	-565	16	2064	52	-8	-138	64	-27	93	224
0	-530	6	2007	46	-10	-134	63	-29	93	269
0	-589	-34	2114	49	0	-132	65	-28	94	314
0	-535	-19	2082	54	-13	-133	61	-30	92	360
0	-551	11	2002	54	-3	-131	63	-27	93	405
0	-579	-35	2124	52	1	-134	64	-28	95	450
0	-547	-5	2067	53	-9	-130	65	-29	94	495
0	-590	-1	2062	46	4	-135	64	-28	96	538
0	-578	23	2118	50	-4	-131	66	-24	92	583
0	-572	11	2119	53	3	-131	67	-28	81	627
0	-599	-14	2103	47	-7	-125	64	-26	83	672
0	-612	13	2075	48	-4	-131	66	-26	81	717
0	-610	-16	2082	51	-4	-125	66	-24	81	763
0	-638	28	2081	47	3	-130	67	-25	82	807
1	0	0	0	0	0	0	0	045756.00	37.447814000000001	126.653312683105468
0	-644	-87	2089	40	-13	-111	68	-25	82	11
0	-606	6	2033	49	-5	-111	69	-23	81	22
0	-648	-29	2043	39	-6	-108	64	-22	83	51
0	-651	-70	2057	33	-8	-106	66	-24	82	95
0	-671	18	2059	44	4	-102	66	-24	81	138
0	-638	-12	2089	39	-2	-97	66	-23	82	183
0	-667	-79	2047	32	2	-91	68	-22	81	227
0	-668	-10	2089	36	7	-97	67	-22	81	270
0	-632	25	2082	45	0	-89	66	-24	81	313
0	-633	-68	2065	31	-7	-84	65	-22	81	358
0	-657	-18	2069	29	-8	-77	65	-24	82	402
0	-623	7	2021	28	-2	-71	66	-24	81	445
0	-658	-52	2100	32	-2	-68	68	-25	83	490
0	-657	-92	2035	26	3	-66	68	-23	82	533
0	-621	-10	2109	35	7	-60	67	-22	80	577
0	-634	-68	2092	43	-10	-54	66	-21	81	623
0	-670	-63	2057	38	-8	-47	70	-21	79	667
0	-637	-16	2125	33	-5	-48	67	-22	80	712
0	-641	-19	2028	23	-1	-44	69	-21	80	757
0	-576	-54	2047	25	-7	-41	67	-22	79	802
1	0	0	0	0	0	0	0	045757.00	37.447804499999996	126.653327941894531
0	-583	-23	2097	26	3	-30	66	-24	81	11
0	-613	-20	2118	33	-3	-26	65	-23	84	22
0	-585	-20	2126	28	-2	-29	67	-21	81	48
0	-585	-67	2093	33	-6	-27	68	-25	81	91
0	-553	-27	2091	32	-15	-27	68	-23	79	136
0	-581	-55	2075	35	-14	-27	66	-21	81	182
0	-578	-30	2072	37	-14	-22	67	-22	78	227
0	-598	-40	2053	47	-17	-25	67	-22	80	273
0	-519	-14	1974	34	-11	-25	68	-22	77	319
0	-531	5	2000	6	-10	-24	68	-23	77	362
0	-459	4	2126	13	-9	-26	71	-22	80	404
0	-585	2	2147	25	-3	-20	67	-25	79	447
0	-494	-80	2072	10	1	-19	70	-22	79	491
0	-565	-85	2015	7	3	-26	69	-22	79	533
0	-499	-31	2180	12	9	-21	69	-22	79	577
0	-562	-82	2096	18	2	-21	69	-21	78	621
0	-551	-65	2064	37	-1	-15	72	-22	78	665
0	-548	-54	2034	40	-5	-18	69	-21	75	710
0	-541	-47	2068	36	-4	-14	70	-22	75	755
0	-547	-107	2074	42	-12	-19	67	-23	77	802
1	0	0	0	0	0	0	0	045758.00	37.447791000000002	126.653350830078125
0	-512	-43	2057	17	-17	-28	70	-23	78	11
0	-522	-23	2119	17	-6	-31	71	-21	78	21
0	-544	-27	2070	21	-13	-25	70	-22	78	51
0	-500	-50	2111	24	-12	-23	72	-23	80	95
0	-551	-58	2090	25	-5	-22	69	-23	81	139
0	-529	-41	2061	24	-2	-23	69	-20	82	184
0	-543	-48	1991	26	-6	-23	70	-22	81	228
0	-571	-68	2003	30	-6	-20	72	-21	81	273
0	-598	-88	2034	31	9	-14	68	-23	80	317
0	-527	-29	2018	36	18	-15	70	-22	83	362
0	-589	-1	2093	19	15	-18	71	-20	82	405
0	-528	54	2193	17	-2	-16	68	-19	80	449
0	-579	-90	2209	28	-4	-13	71	-19	80	494
0	-606	-86	2151	26	-17	-13	68	-20	81	539
0	-532	-80	2043	21	-9	-16	68	-20	80	584
0	-548	-31	2098	26	2	-11	68	-20	80	628
0	-556	-68	2091	40	2	-8	68	-22	79	670
0	-543	-57	2023	43	20	-1	67	-21	80	714
0	-511	-28	2034	40	14	-4	67	-22	82	758
0	-529	-100	2044	38	21	-5	68	-22	80	803
1	0	0	0	0	0	0	0	045759.00	37.447774666666667	126.653373718261718
0	-574	-19	2166	18	-7	-3	68	-22	81	11
0	-587	-20	2142	20	-4	-9	67	-20	80	21
0	-580	-47	2095	20	-14	-6	68	-23	81	46
0	-586	-5	2082	19	-8	-5	67	-23	81	88
0	-568	-43	2099	12	-17	-2	69	-21	80	132
0	-581	-85	2043	17	-15	0	68	-22	79	175
0	-559	-27	2112	30	-9	-5	69	-21	78	219
0	-546	-79	2099	33	-8	0	69	-20	78	262
0	-564	-73	2064	25	-4	0	69	-21	77	304
0	-589	-78	2116	28	-4	3	68	-21	81	347
0	-555	-59	2047	31	-7	7	70	-22	78	390
0	-589	-50	2120	37	-6	12	69	-22	78	433
0	-561	-53	2135	24	-12	11	69	-23	79	478
0	-575	-63	2047	25	-20	4	72	-22	78	522
0	-501	-74	1982	23	-16	8	73	-22	76	565
0	-490	-22	2081	31	-17	8	71	-19	77	609
0	-474	-89	2068	35	-11	8	72	-21	77	653
0	-536	-46	2002	21	-1	7	67	-23	89	695
